50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.297505,,,,,,,,,,,,,,,a704cab1-ecda-4fe1-91c6-674d19f61b6a,1613,,"[111.3, 52.0]",3900521,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Nivet,3002.0,Center Attacking Midfield,90,Troyes,133,"['9d8e8f4e-0351-4abd-ad11-95c1cf634ea7', 'ba4bfb80-229d-479a-9b63-9025a204c441']",19,,Right Foot,"[116.6, 45.4, 0.2]",True,"[{'location': [107.2, 33.2], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.7, 49.2], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 50.4], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 39.8], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 43.8], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 44.8], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.9, 54.0], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",3aafcc54-8835-4183-ae78-6188272e9368,,Saved,0.14329675,Normal,Open Play,,,,,,Troyes,133,00:36:19.233,Shot,True
,,,,,,,,,,,,,,,,,,0.833027,,,,,,,,,,,,,,,2e08f7cb-01ec-4e65-b384-7ac446924303,1617,,"[98.2, 54.3]",3900521,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stéphane Darbion,2993.0,Right Wing,90,Troyes,133,['4a0a2775-4188-4256-a96b-c77f0c397355'],22,,Left Foot,"[120.0, 32.8, 6.0]",,"[{'location': [118.1, 56.1], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.5, 31.7], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.2, 37.6], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 38.0], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.1, 41.7], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 50.5], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 41.4], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.9, 50.1], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 45.1], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 41.1], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 33.3], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.020812213,Half Volley,Open Play,,,,,,Troyes,133,00:36:22.162,Shot,
,,,,,,,,,,,,,,,,,,0.29637,,,,,,,,,,,,,,,5c49e7fd-22f2-46ce-b160-ca78ae903c6e,1774,,"[92.7, 47.7]",3900521,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Ayasse,7488.0,Right Defensive Midfield,95,Troyes,133,"['32db0331-9185-44de-a687-4f9023c2b0f3', 'bffb9cb7-67a3-41bf-993c-57aa58adde5b', 'f6514d53-0a1c-48f6-9c31-bb64e183d8e8']",17,,Right Foot,"[101.3, 44.2]",,"[{'location': [116.7, 41.3], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 58.7], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.1, 50.7], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 44.7], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.3, 36.5], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 54.8], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 52.3], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 47.5], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 43.7], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 36.8], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 45.2], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.1, 57.9], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",d7c1e239-f9b6-45c8-a69c-b67a16d18f06,,Blocked,0.027570128,Normal,Open Play,,,,,,Troyes,133,00:39:17.441,Shot,True
,,,,,,,,,,,,,,,,,,0.433408,,,,,,,,,,,,,,,da66c095-65fd-4778-a257-0d4e578b38b9,1869,,"[86.5, 41.9]",3900521,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jessy Pi,7415.0,Left Defensive Midfield,98,Troyes,133,"['8d4e6d6c-6a9e-479b-89b4-29e7dc05c0fd', 'a62f8b9e-81ca-47c8-985b-2ad438473d08', 'd01024e4-e527-474f-afc6-62e7108ee847']",3,,Right Foot,"[101.1, 40.2]",,"[{'location': [84.4, 20.1], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.8, 54.3], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 47.4], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 48.4], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 55.3], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.8, 41.2], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 38.2], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 30.3], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.8, 40.0], 'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [82.2, 55.8], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.9, 39.9], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 60.0], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.8, 44.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.7, 33.5], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.7, 32.6], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.9, 44.4], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.019016137,Normal,Open Play,,,,,,Troyes,133,00:41:03.342,Shot,True
,,,,,,,,,,,,,,,,,,0.548496,,,,,,,,,,,,,,,85ccfb20-0962-40c4-a7e2-1f98242bbbd5,1937,,"[109.9, 53.8]",3900521,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Right Center Forward,99,Paris Saint-Germain,131,['1e998496-eb36-4446-844e-c227deec4c86'],7,,Right Foot,"[120.0, 45.0, 0.2]",,"[{'location': [102.6, 59.3], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.6, 46.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 51.1], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 37.9], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 51.8], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 37.4], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.4, 40.2], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 30.1], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 44.1], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 20.9], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.2, 39.2], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",54729d6d-b41f-4693-a3af-1bc09cd66b0e,,Off T,0.062408328,Normal,Open Play,,,,,,Paris Saint-Germain,131,00:42:07.841,Shot,
,,,,,,,,,,,,,,,,,,0.394274,,,,,,,,,,,,,,,3cd78300-15a2-4f24-b650-4f1438963e0c,2068,,"[108.5, 27.5]",3900521,44,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edinson Roberto Cavani Gómez,4319.0,Left Center Forward,106,Paris Saint-Germain,131,"['7f97b4a4-8350-4c59-ba8f-1aca8cb6b36b', 'bc1e0eb1-ee7f-41e8-9f7a-d968906d9df2']",55,,Left Foot,"[116.4, 35.8, 2.3]",,"[{'location': [116.8, 36.1], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 35.8], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 40.2], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 23.1], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 37.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 28.1], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 30.5], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.3, 35.1], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.9, 47.2], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.5, 42.0], 'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",81356958-d85a-4e09-879f-522b367f72f3,,Saved,0.13415334,Normal,Open Play,,,,,,Paris Saint-Germain,131,00:44:55.321,Shot,True
,,,,,,,,,,,,,,,,,,0.365866,,,,,,,,,,,,,,,02151622-bc75-4855-8201-87b08f6199b8,2077,,"[110.5, 42.6]",3900521,45,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lucas Rodrigues Moura da Silva,3745.0,Right Midfield,107,Paris Saint-Germain,131,['4c83665c-e62f-489e-8ed1-3f4041325432'],31,,Head,"[112.7, 49.7]",,"[{'location': [114.5, 16.6], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.6, 49.5], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.5, 42.5], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.7, 40.6], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.5, 38.2], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.8, 43.9], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.2, 42.3], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 39.4], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 36.8], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 40.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.2, 30.3], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 33.1], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 40.1], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 30.1], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 34.6], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",ec0b7a07-ecf9-4ab7-9263-577c8c521dcf,,Wayward,0.057607066,Normal,Open Play,,,,,,Paris Saint-Germain,131,00:45:31.948,Shot,
,,,,,,,,,,,,,,,,,,1.054418,,,,,,,,,,,,,,,bd2a7357-8807-4118-a07b-b1f68238ae2c,2530,,"[101.4, 35.3]",3900521,52,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucas Rodrigues Moura da Silva,3745.0,Right Midfield,126,Paris Saint-Germain,131,"['0c7b02c5-df81-451f-a9da-072ea5bd161c', 'e8d64319-0046-420f-a981-d7453fdc12e9']",35,,Right Foot,"[120.0, 34.9, 0.5]",,"[{'location': [102.5, 21.4], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 39.2], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 45.3], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.9, 28.3], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.5, 39.1], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 32.9], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 32.4], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 38.1], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 37.1], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",1b56933a-6e60-446e-b537-510093ab3b1b,,Off T,0.11294714,Normal,Open Play,,,,,,Paris Saint-Germain,131,00:07:35.648,Shot,True
,,,,,,,,,,,,,,,,,,0.177114,,,,,,,,,,,,,,,82ab7eed-672e-4937-a07e-2b976a5a5709,2563,,"[111.6, 37.4]",3900521,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Rodrigues Moura da Silva,3745.0,Right Midfield,128,Paris Saint-Germain,131,"['57b82773-e24d-40f8-b08b-8511b5f2efd1', '9ff79dfe-bc77-4f8b-9ce4-d1b4f4ce2039', 'ae96bae1-08b6-4eb4-a217-8484105d7e96']",26,,Right Foot,"[112.4, 37.5]",True,"[{'location': [98.2, 54.3], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.8, 24.3], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 21.4], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 32.8], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 17.3], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 22.9], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.2, 25.9], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.8, 35.5], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 38.2], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 38.0], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",34c74d96-5eb5-460b-abca-8ef4a6c7f53c,,Blocked,0.11643985,Volley,Open Play,,,,,,Paris Saint-Germain,131,00:08:26.658,Shot,True
,,,,,,,,,,,,,,,,,,0.518729,,,,,,,,,,,,,,,c0300f4b-526a-4727-a64d-e33d4c7af703,2641,,"[105.5, 46.4]",3900521,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Rodrigues Moura da Silva,3745.0,Right Midfield,134,Paris Saint-Germain,131,"['22975792-00f7-4cf2-8cb2-577d58f52579', 'fe5ff2c8-3981-4054-bb2f-46a9cdf3e0a7']",22,,Left Foot,"[115.9, 41.8, 1.0]",,"[{'location': [116.0, 42.9], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 47.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 42.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 38.7], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 31.2], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 36.4], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",a0c723f4-15a5-403b-ad5a-4ab5154e5317,,Saved,0.22487636,Normal,Open Play,,,,,,Paris Saint-Germain,131,00:10:22.751,Shot,True
,,,,,,,,,,,,,,,,,,0.563563,,,,,,,,,,,,,,,af82c585-2d57-40b3-a4b1-cd1755f1f3ad,2709,,"[108.0, 40.0]",3900521,57,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Zlatan Ibrahimović,3672.0,Right Center Forward,137,Paris Saint-Germain,131,['63c63d84-8856-46e1-8fca-767114ea3d20'],20,,Right Foot,"[120.0, 43.2, 0.1]",,,,,Goal,0.7835,Normal,Penalty,,,,,,Paris Saint-Germain,131,00:12:20.826,Shot,
,,,,,,,,,,,,,,,,,,1.195795,,,,,,,,,,,,,,,adea889f-aff1-4882-8d24-8cb93c5f85b1,2862,,"[103.8, 18.8]",3900521,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Edinson Roberto Cavani Gómez,4319.0,Left Center Forward,145,Paris Saint-Germain,131,"['16007d17-8399-4d3e-bfcc-5851e39b1f36', '602131cc-dae2-418b-b970-1110b7766686']",21,,Right Foot,"[120.0, 43.1, 3.8]",,"[{'location': [94.9, 39.8], 'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.6, 32.8], 'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 39.8], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 45.1], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.4, 27.6], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 19.9], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 37.5], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 24.1], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.9, 34.8], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",82c55a9b-fbc0-43df-a423-30d1a7e1e01b,,Off T,0.009879631,Normal,Open Play,,,,,,Paris Saint-Germain,131,00:15:21.644,Shot,True
