50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.947171,,,,,,,,,,,,,a9a9f588-99eb-4395-b409-ba035204f280,2819,,"[106.2, 42.5]",3825770,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sabin Merino Zuloaga,6666.0,Right Wing,128,Athletic Club,215,['a963e2c2-52bc-46df-b686-bd2b1e487ed9'],2,,Head,,"[120.0, 45.2, 1.1]",,"[{'location': [99.8, 17.3], 'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.1, 32.1], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.1, 36.9], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 43.3], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 23.7], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 15.5], 'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 40.2], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 44.4], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 36.9], 'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 29.3], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d223732a-0756-41d5-bd4b-5ac7cdd94dfa,,Off T,,0.03600226,Normal,Open Play,,,,,,Athletic Club,215,00:19:02.581,Shot,
,,,,,,,,,,,,,,,,,1.163456,,,,,,,,,,,,,55e9e104-6df4-42f8-92bb-211c10fb3ca6,2887,,"[97.8, 38.2]",3825770,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mateo Kovačić,5456.0,Left Center Midfield,133,Real Madrid,220,['dcbf3813-d54f-461c-a0d0-542dbc0c9b72'],16,,Right Foot,,"[120.0, 36.9, 4.4]",,"[{'location': [103.6, 61.0], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.8, 56.6], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 47.8], 'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 43.0], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 37.5], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 33.4], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 43.2], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 30.2], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.2, 39.4], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",052d2477-e674-42fe-b448-9d8f63685c39,,Off T,,0.06371023,Normal,Open Play,,,,,,Real Madrid,220,00:21:16.460,Shot,
,,,,,,,,,,,,,,,,,0.18197,,,,,,,,,,,,,c7bd9bea-d816-47e2-8a29-7a3935080ffc,2928,,"[104.1, 38.0]",3825770,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,136,Athletic Club,215,['24c839c6-d754-4da4-9470-70b05642c228'],14,,Right Foot,,"[106.0, 38.2, 0.2]",,"[{'location': [90.9, 17.0], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.2, 35.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 32.5], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 21.1], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.9, 38.2], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.8, 12.0], 'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.4, 27.0], 'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.3, 47.6], 'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.1, 26.0], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.3, 41.7], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 55.4], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.8, 22.7], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",4dfe17b2-0fac-4bbb-bddb-14fffa629d07,,Saved,,0.3128544,Normal,Open Play,,,,,,Athletic Club,215,00:22:14.535,Shot,
,,,,,,,,,,,,,,,,,0.325403,,,,,,,,,,,,,2917f26c-43f7-4d68-bfbb-a687bd112788,3407,,"[103.1, 43.2]",3825770,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James David Rodríguez Rubio,5695.0,Right Wing,156,Real Madrid,220,"['849c7fd5-96a0-427e-9533-439e301e0de8', 'ea5659cd-1acc-4bec-8bcd-5f9720fce1dd']",6,,Left Foot,,"[107.9, 41.3]",,"[{'location': [107.1, 30.6], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.8, 29.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.4, 42.3], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 43.0], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 40.8], 'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 39.5], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 40.5], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 41.2], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",dcfc6d8a-d2ef-4a51-b6e2-5178e3792639,,Blocked,,0.0676463,Normal,Open Play,,,,,,Real Madrid,220,00:34:06.001,Shot,
,,,,,,,,,,,,,,,,,0.695571,,,,,,,,,,,,,4ae90c8a-1747-4018-be4d-cc697e9e51de,3445,,"[103.6, 24.0]",3825770,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,158,Real Madrid,220,['153358e2-92ba-47b3-9c8d-afd0e658949d'],29,,Right Foot,,"[114.7, 35.7, 0.2]",,"[{'location': [115.3, 35.9], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 45.8], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 36.5], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 26.6], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 26.0], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.1, 34.1], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.7, 49.0], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 40.1], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",83c02cc7-ebea-42d5-aab5-b9ca520e9c4b,,Saved,,0.053438928,Normal,Open Play,,,,,,Real Madrid,220,00:35:29.358,Shot,
,,,,,,,,,,,,,,,,,0.752846,,,,,,,,,,,,,3b368457-0359-4155-a6d6-2e14f4161a33,3486,,"[106.0, 37.6]",3825770,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Karim Benzema,19677.0,Center Forward,170,Real Madrid,220,['57b7a7bb-1fcd-4be6-98fb-d935244f48af'],34,,Right Foot,,"[120.0, 46.6, 3.1]",True,"[{'location': [109.0, 19.4], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 40.6], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.4, 44.7], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 38.9], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 35.9], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 38.6], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 44.1], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 52.3], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",db503590-0b0a-4458-8d36-69dd744b5417,,Off T,,0.084148794,Half Volley,Open Play,,,,,,Real Madrid,220,00:36:34.264,Shot,
,,,,,,,,,,,,,,,,,0.466712,,,,,,,,,,,,,7a90d90e-68d5-46b5-b9eb-b9ee751dd400,3644,,"[110.0, 34.5]",3825770,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,176,Real Madrid,220,['b55c51ee-5f24-4694-821a-77fb3f4209fa'],5,,Right Foot,,"[120.0, 38.0, 1.0]",,"[{'location': [88.3, 56.5], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.9, 58.7], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 48.1], 'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 30.4], 'player': {'id': 23833, 'name': 'Borja Viguera Manzanares'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.5, 37.9], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.2, 42.8], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 26.1], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.9, 61.3], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 47.2], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 37.8], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 34.0], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",4c484658-8296-40d9-80e9-c5d01ac565c6,,Goal,,0.24237533,Normal,Open Play,,,,,,Real Madrid,220,00:41:05.705,Shot,
,,,,,,,,,,,,,,,,,0.10597,,,,,,,,,,,,,e6423eb5-71e6-4d04-b872-ed1fb7696f30,3681,,"[100.4, 41.3]",3825770,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,178,Real Madrid,220,"['25f936a4-63c0-48f8-82a4-84965fc990d3', '8405e488-184e-4488-afe6-8b884016c1f8']",44,,Right Foot,,"[102.0, 41.1]",,"[{'location': [117.1, 39.5], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 45.5], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 46.9], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.6, 34.6], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 31.6], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 34.3], 'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 35.0], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.1, 25.9], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.0, 48.3], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 51.4], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.1, 54.3], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 41.1], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",fbac0cbc-2b4a-4921-a85f-c1ad61ef8a03,,Blocked,,0.047926165,Normal,Open Play,,,,,,Real Madrid,220,00:42:44.307,Shot,
,,,,,,,,,,,,,,,,,0.180371,,,,,,,,,,,,,a48a4183-d69e-4826-bf25-2cd34eb41bb2,3687,,"[111.0, 32.4]",3825770,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,178,Real Madrid,220,['c5d99b5a-00a2-485e-85da-b933c72d90cd'],46,,Right Foot,,"[114.6, 35.3, 0.2]",,"[{'location': [114.8, 35.4], 'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 56.0], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.4, 39.9], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.2, 39.2], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 34.5], 'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 29.7], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 42.1], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 50.6], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 38.0], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 45.5], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,True,Saved,,0.4212822,Normal,Open Play,,,,,,Real Madrid,220,00:42:46.326,Shot,
,,,,,,,,,,,,,,,,,0.868493,,,,,,,,,,,,,1788eb6b-29e1-45e9-92b8-877e7e223728,3739,,"[110.8, 44.8]",3825770,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Gorka Elustondo Urkola,12191.0,Left Defensive Midfield,182,Athletic Club,215,"['1d0d1ab7-72bd-46d1-9720-9fa61ce01637', '303a2d3e-36f2-4ba4-b963-cd1d4a11efeb']",51,True,Head,,"[120.0, 37.2, 0.8]",,"[{'location': [103.3, 56.6], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.8, 43.2], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 68.4], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 49.3], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 44.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 40.7], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 35.8], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 41.8], 'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.7, 34.8], 'player': {'id': 23833, 'name': 'Borja Viguera Manzanares'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.5, 30.6], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.1, 42.6], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 73.2], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.1, 29.2], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",c4eeb275-c229-47bb-b4d7-881e4d7a9584,,Goal,,0.09080934,Normal,Open Play,,,,,,Athletic Club,215,00:44:51.460,Shot,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,No Touch,Set,,,Standing,Goal Conceded,2933e7ab-4869-4caa-af70-900daf71d637,136,,"[1.6, 42.2]",3825770,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Real Madrid,220,['7e91393e-d12c-4ec5-bd80-54bf518b12b3'],16,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:16.456,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,"[1.2, 39.5]",,Set,,,,Shot Faced,fd7f78f6-0328-4527-86fc-f9ec2fca730a,346,,"[1.2, 39.5]",3825770,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,15,Athletic Club,215,['b02e80e9-fa05-44eb-a25a-081c55caf4df'],48,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:48.056,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,Right Hand,,Touched Out,Set,,,Standing,Shot Saved,07f0418f-9e94-4b27-9b42-d7320e27ede8,369,,"[3.8, 36.1]",3825770,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,16,Real Madrid,220,['505f6466-1ef0-43ec-9e40-11b2183d05ce'],20,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:20.410,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,No Touch,Moving,,,Standing,Goal Conceded,5960f7b3-f9ba-40fb-a67e-f0db451aa3a3,424,,"[8.9, 42.6]",3825770,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Keylor Navas Gamboa,5597.0,Goalkeeper,19,Real Madrid,220,['c2fae0f7-06cb-41a8-b242-85155b2762e6'],48,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:09:48.127,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,,,Claim,,,,,Keeper Sweeper,e019138f-10d5-4edf-a73a-8be539944a2d,571,,"[9.6, 39.2]",3825770,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gorka Iraizoz Moreno,6576.0,Goalkeeper,27,Athletic Club,215,,36,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:13:36.388,Goal Keeper,
,,,,,,,,,,,,,,,,,0.0,,,,,Both Hands,,In Play Danger,Set,,,Diving,Shot Saved,90043b03-89e3-4c3b-9973-bb81cf1a5aec,664,,"[0.8, 40.0]",3825770,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Keylor Navas Gamboa,5597.0,Goalkeeper,35,Athletic Club,215,['ec167436-45cd-4485-8f28-8fe5919bf8f3'],10,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:18:10.204,Goal Keeper,
