ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.58021,,,,,,,,,,,ec417844-3d71-417a-af88-5ecdd2b90974,1214,,,"[110.4, 49.5]",3754102,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathan Redmond,3286.0,Right Wing,58,Norwich City,56,['ede0313a-a43e-425d-a5e2-044645c7650c'],53,,Right Foot,,"[120.0, 42.1, 0.3]",True,"[{'location': [114.5, 38.6], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 38.1], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.1, 48.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.2, 47.0], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 41.0], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.6, 43.3], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.8, 35.8], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 23.3], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.5, 37.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.6, 40.4], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 42.9], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 27.3], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 48.4], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.8, 39.5], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",8c31c820-a40c-41f1-8dc0-fc8a4e40332e,,Goal,0.069910415,Volley,Open Play,,,,,,Norwich City,56,00:33:53.874,Shot,
,,,,,,,,,,,,,,,,0.773424,,,,,,,,,,,19c5d75b-27c6-4f31-8298-005c2b623783,1346,,,"[104.7, 35.9]",3754102,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,65,Newcastle United,37,['8c9cf899-3bc1-4b07-8c1a-4a88306b102e'],20,,Left Foot,,"[120.0, 41.3, 6.8]",True,"[{'location': [108.6, 38.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 45.9], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.6, 40.3], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 35.4], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 34.2], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.4, 43.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 25.8], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.1, 35.4], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.5, 45.8], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 39.1], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",a49e1767-436b-436a-aa41-667c55893758,,Off T,0.10706527,Half Volley,Open Play,,,,,,Newcastle United,37,00:38:20.318,Shot,
,,,,,,,,,,,,,,,,0.008977,,,,,,,,,,,c7b2341c-8d98-4523-982a-a0da4b15e4d6,1587,,,"[107.1, 32.0]",3754102,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,75,Newcastle United,37,"['305c3861-8628-4c35-b094-63c459bdade1', 'b1426e37-9ab0-42c9-bbd6-a7c9c4cea5df']",51,,Left Foot,,"[108.0, 32.9]",,"[{'location': [105.8, 32.5], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.3, 46.4], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.2, 38.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 47.1], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 38.4], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 33.4], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 34.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.7, 52.2], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.7, 40.2], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.6, 44.8], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.1, 40.1], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.3, 63.3], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",ba2febe2-3a56-4394-bb09-31c74adf709d,,Blocked,0.10174897,Normal,Open Play,,,,,,Newcastle United,37,00:45:51.551,Shot,
,,,,,,,,,,,,,,,,1.084246,,,,,,,,,,,3f0028e9-6a20-4d26-9170-54e5e3a426d4,1594,,,"[106.2, 26.3]",3754102,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,75,Newcastle United,37,['afd6e505-b67f-417c-9c41-1d41e135c260'],55,,Right Foot,,"[120.0, 45.5, 6.8]",True,"[{'location': [92.1, 57.5], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.5, 27.4], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.7, 39.9], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.9, 40.5], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 49.1], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.1, 29.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 40.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.7, 36.0], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 30.5], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 33.1], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.7, 36.9], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 40.8], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.2, 48.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.4, 35.8], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",f1ba7a6e-8f60-4ef0-af42-86172bee8890,,Off T,0.06538472,Normal,Open Play,,,,,,Newcastle United,37,00:45:55.701,Shot,
,,,,,,,,,,,,,,,,0.632545,,,,,,,,,,,4fa8f2b7-252b-4f1d-a5e9-59eb088ad9df,1921,,,"[114.6, 34.3]",3754102,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,98,Norwich City,56,"['1faed13f-c18f-4712-a601-b3f864f15174', '31332fcc-05c1-4026-9ee4-87745a391899', '9dbdf8cf-7902-49b3-8038-626ea97366a1']",37,True,Head,,"[118.6, 42.4]",,"[{'location': [116.5, 40.6], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 43.2], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.4, 38.7], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.3, 45.0], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 46.8], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.6, 57.5], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.6, 37.2], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.1, 34.1], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.2, 33.9], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 33.8], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.8, 40.8], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.5, 44.9], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.8, 48.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.3, 44.3], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",d6eeeeea-3a14-47a6-a570-db3801e6321c,,Blocked,0.09521794,Normal,Open Play,,,,,,Norwich City,56,00:07:37.405,Shot,True
,,,,,,,,,,,,,,,,0.423789,,,,,,,,,,,096cb87f-ab69-4ca4-bc58-b2943debbc7a,1952,,,"[95.2, 56.7]",3754102,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Steven Whittaker,11124.0,Right Back,99,Norwich City,56,"['5d2221a4-b98b-410a-a0cd-47a720b2fd3a', '72ff18e1-d942-41b7-a0fe-388b151fcfd8', '850f9a35-423c-4038-9df1-46970e9e5bc9']",27,,Left Foot,,"[106.1, 49.6]",,"[{'location': [108.5, 37.3], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.6, 42.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 60.6], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.4, 49.5], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 55.3], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 44.1], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 34.5], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.5, 52.7], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.4, 35.8], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.2, 39.8], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 46.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.8, 32.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.8, 31.9], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5d934073-067b-4216-a04c-d51ced389d79,,Blocked,0.016900305,Normal,Open Play,,,,,,Norwich City,56,00:08:27.225,Shot,True
,,,,,,,,,,,,,,,,1.149508,,,,,,,,,,,9a9e7d3d-b621-4848-bb0b-2f41eed88366,2149,,,"[111.4, 16.9]",3754102,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nathan Redmond,3286.0,Right Wing,106,Norwich City,56,['e5bc46ae-f8a8-4a42-8fc0-da1e1b443b61'],19,,Right Foot,,"[119.9, 41.7, 4.5]",,"[{'location': [115.5, 43.0], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.1, 38.5], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 40.9], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 36.2], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 45.9], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.5, 34.2], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 33.0], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.4, 25.9], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.5, 26.4], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.4, 30.4], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.4, 40.1], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 38.1], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.2, 37.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.3, 37.5], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.2, 40.9], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.1, 46.0], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.8, 33.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.8, 46.8], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.00812147,Normal,Free Kick,,,,,,Norwich City,56,00:13:19.461,Shot,
,,,,,,,,,,,,,,,,1.453766,,,,,,,,,,,17797395-28ca-41c1-8fb0-fee5a757f5a9,2190,,,"[99.6, 58.6]",3754102,59,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nathan Redmond,3286.0,Right Wing,109,Norwich City,56,['412e1858-56bd-470c-afda-47efb20b3035'],26,,Left Foot,,"[119.9, 45.5, 0.2]",,"[{'location': [108.7, 62.4], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.1, 64.0], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 57.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 57.9], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 48.6], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 36.1], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.5, 55.4], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [97.6, 40.2], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.6, 45.5], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.8, 42.7], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.6, 57.2], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 46.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.9, 35.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.3, 65.5], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",da0de818-dfdd-4e6e-b315-c0924b104e29,,Off T,0.010814107,Normal,Open Play,,,,,,Norwich City,56,00:14:26.618,Shot,
,,,,,,,,,,,,,,,,0.599167,,,,,,,,,,,afcb5f34-7535-461e-8e8f-0ece75afb751,2335,,,"[105.0, 36.2]",3754102,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandar Mitrović,4269.0,Left Center Forward,117,Newcastle United,37,"['39171409-60ee-44ca-9d4a-4851d15e5a00', 'c53c86a5-5ed5-42ff-b81e-018f6b38ee10']",28,,Left Foot,,"[120.0, 40.0, 1.7]",,"[{'location': [102.8, 35.2], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 38.4], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.3, 32.0], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 37.8], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",f621f9fe-d506-4a10-b92d-700835633582,,Goal,0.26873535,Half Volley,Open Play,,,,,,Newcastle United,37,00:18:28.078,Shot,True
,,,,,,,,,,,,,,,,0.511036,,,,,,,,,,,b7d1b4f5-8b50-426c-84b5-5b91115f26a6,2390,,,"[115.9, 42.6]",3754102,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,119,Newcastle United,37,['b60d6d31-24f2-4ccf-851c-4f16e70077b9'],27,,Head,,"[120.0, 42.5, 2.0]",,"[{'location': [107.9, 45.2], 'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.9, 48.0], 'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 55.7], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 41.3], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.3, 43.3], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 36.8], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 42.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 35.2], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.7, 64.5], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.3, 42.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",7cfd5613-7379-4a41-889e-13e12ec892dc,True,Goal,0.48528257,Normal,Open Play,,,,,,Newcastle United,37,00:20:27.389,Shot,
