50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.726399,,,,,,,,,,,,1d3cd849-d51a-48fe-8454-025eabdcca20,2649,,"[113.6, 31.7]",3754106,71,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ritchie De Laet,28782.0,Right Back,161,Leicester City,22,['d64af382-366d-4e63-80c1-3334caa8667b'],11,,Right Foot,"[120.0, 40.8, 2.4]",,"[{'location': [111.0, 45.8], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.4, 45.2], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.6, 35.1], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.3, 38.8], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.7, 41.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.9, 44.9], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 42.3], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 32.4], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.7, 39.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 36.8], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 36.8], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 33.7], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 32.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",b631dca7-e832-4969-bff4-3e1500421dae,,,Goal,0.064732745,Volley,Open Play,,,,,,Leicester City,22,00:26:11.302,Shot,
,,,,,,,,,,,,,,,,0.427588,,,,,,,,,,,,ad228ba1-342e-413e-9897-b8f87dcc6a45,2680,,"[101.0, 25.5]",3754106,73,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ashley Westwood,3583.0,Left Center Midfield,164,Aston Villa,59,"['800e1592-1906-4a5b-8c98-50d95586cd06', '9a43c387-d2e4-44e2-973e-972ce9c36e71']",6,,Right Foot,"[110.8, 32.5]",True,"[{'location': [109.5, 21.8], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.4, 40.3], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.9, 36.7], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.8, 44.0], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.9, 7.5], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.3, 28.9], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 26.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 28.8], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 43.6], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 33.2], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 36.8], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 40.5], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 38.2], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",24a1e6f6-c171-47f1-b9d1-b8bf27f36145,,,Blocked,0.02736354,Normal,Open Play,,,,,,Aston Villa,59,00:28:06.854,Shot,
,,,,,,,,,,,,,,,,0.172992,,,,,,,,,,,,bfe75726-bd81-4b95-b7ca-affa4823e380,2764,,"[108.3, 49.1]",3754106,75,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jamie Vardy,10960.0,Left Center Forward,170,Leicester City,22,"['23b4ee40-796d-4899-9e84-12716ac184c4', '361793fc-ec1f-4039-9ad7-80cbc1a2b11b', 'f3a1863b-7ce7-4b7d-8e78-209c7f4c81c2']",48,,Right Foot,"[109.0, 48.5]",,"[{'location': [100.1, 43.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 50.8], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 47.8], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 31.3], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 44.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 30.6], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.3, 48.9], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.8, 42.8], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",a7db3d39-44b5-410a-a1b6-bcd7b92159ec,,,Blocked,0.10553801,Normal,Open Play,,,,,,Leicester City,22,00:30:48.559,Shot,True
,,,,,,,,,,,,,,,,0.231849,,,,,,,,,,,,fcf587db-31f7-440e-a215-829cd2c8ac82,2790,,"[92.2, 46.8]",3754106,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Nathan Dyer,3631.0,Right Midfield,173,Leicester City,22,"['05055462-a5c7-4a41-93b3-6052f2f54815', '901e56e6-390d-4e3d-80d2-3c54b9c34d8e']",59,,Right Foot,"[96.1, 46.0]",,"[{'location': [92.0, 46.3], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.4, 47.7], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.8, 33.6], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 35.9], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 46.3], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 54.1], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 32.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.5, 26.4], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.7, 61.3], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [89.4, 51.8], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.2, 42.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",59594511-72f4-4f8c-a285-1c4d7c2f731f,,,Blocked,0.029094292,Normal,Open Play,,,,,,Leicester City,22,00:31:59.556,Shot,
,,,,,,,,,,,,,,,,0.170774,,,,,,,,,,,,960e99b9-b054-4ede-8df8-b4dea6b5b3a7,2852,,"[98.4, 30.7]",3754106,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Danny Drinkwater,3662.0,Left Defensive Midfield,176,Leicester City,22,"['68a8f23d-bf19-43c8-9ea9-c417b8beba57', 'a9b4f8fd-ac3f-45aa-99e4-e53569454a95']",6,,Right Foot,"[105.8, 34.2]",,"[{'location': [109.2, 31.2], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.7, 34.1], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 33.2], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.6, 45.7], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.4, 35.6], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.9, 31.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.3, 25.9], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.2, 27.4], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.6, 40.3], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 35.1], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.7, 46.2], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 39.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 37.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 34.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.2, 33.4], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",389065a4-2823-4b4f-8034-871e40ba4bef,,,Blocked,0.037985984,Normal,Open Play,,,,,,Leicester City,22,00:34:06.402,Shot,
,,,,,,,,,,,,,,,,0.655899,,,,,,,,,,,,965e7355-a2dd-4745-8588-a6e3b646b06a,2933,,"[112.7, 40.7]",3754106,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamie Vardy,10960.0,Left Center Forward,181,Leicester City,22,"['30db84a1-9f79-47bf-9fa1-09d2e1411dca', 'efb3b0a2-1234-415a-b747-50b2302e9877']",25,,Left Foot,"[120.0, 37.6, 0.0]",True,"[{'location': [112.2, 47.9], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.7, 59.9], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.5, 36.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 39.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 43.5], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 29.2], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.7, 55.0], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 53.5], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 57.1], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 43.3], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 51.7], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.9, 41.2], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 29.6], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",c578abe1-bfa8-4b9c-9307-e1e15d7742be,,,Goal,0.2589955,Normal,Open Play,,,,,,Leicester City,22,00:36:25.694,Shot,True
,,,,,,,,,,,,,,,,1.004492,,,,,,,,,,,,c926d5b7-1098-40a9-8527-5d65fc643a8a,2977,,"[98.6, 53.4]",3754106,83,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riyad Mahrez,3814.0,Left Midfield,184,Leicester City,22,['c4eb0383-0bb2-4971-aebb-ea582ceb111b'],43,,Left Foot,"[115.6, 40.4, 1.8]",,"[{'location': [116.2, 39.9], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 57.8], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 49.4], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 53.0], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.3, 43.9], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 42.0], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.2, 46.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 36.0], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 35.9], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.3, 54.0], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.3, 40.9], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.9, 33.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.2, 52.8], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",ee847329-d63a-4723-b90d-a9e0ff9cf832,,,Saved,0.042760476,Normal,Open Play,,,,,,Leicester City,22,00:38:43.723,Shot,
,,,,,,,,,,,,,,,,2.023781,,,,,,,,,,,,6d6a4f1c-acdc-4601-9bb8-758151f62c6d,3137,,"[109.5, 38.0]",3754106,88,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathan Dyer,3631.0,Right Midfield,196,Leicester City,22,['ebe9d2dd-cd09-4284-b227-17e24df0eff8'],33,,Head,"[119.9, 42.6, 1.3]",,"[{'location': [102.8, 55.3], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 42.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 39.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 27.6], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 37.6], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 40.2], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 51.8], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.6, 42.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.1, 27.5], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",7b647f3f-078c-47fe-8007-858f0015f1aa,True,,Goal,0.24478358,Normal,Open Play,,,,,,Leicester City,22,00:43:33.067,Shot,
,,,,,,,,,,,,,,,,0.998996,,,,,,,,,,,,6f0a0efb-9c98-45ce-8efa-f107af3766fc,3242,,"[97.4, 47.6]",3754106,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riyad Mahrez,3814.0,Left Midfield,208,Leicester City,22,['3f6b4975-b084-429c-a06c-d05ce39de5fd'],34,,Left Foot,"[120.0, 34.0, 1.9]",,"[{'location': [96.8, 59.2], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 41.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 50.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 45.3], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 42.5], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 41.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 48.0], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.6, 56.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Off T,0.067222476,Normal,Open Play,,,,,,Leicester City,22,00:49:34.672,Shot,
,,,,,,,,,,,,,,,,0.0,,,,,,"[3.8, 38.7]",,Set,,,Shot Faced,d154be9e-7286-4514-9186-508c62892dce,68,,"[3.8, 38.7]",3754106,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bradley Guzan,12608.0,Goalkeeper,6,Leicester City,22,['f6bba58c-4d4b-4e39-91c8-fb11a0a372b5'],29,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:29.774,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,"[3.6, 40.0]",,Set,,,Shot Faced,8fe652c3-a209-4f1b-b560-9076a64d5b9a,72,,"[3.6, 40.0]",3754106,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bradley Guzan,12608.0,Goalkeeper,6,Leicester City,22,['e52b003c-da43-49d0-98cf-73f1bcc1feb5'],35,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:35.043,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,"[2.1, 40.0]",,Set,,,Shot Faced,5b0cda2c-3d7a-4e09-b349-e1a6dce1e2fd,136,,"[2.1, 40.0]",3754106,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bradley Guzan,12608.0,Goalkeeper,10,Aston Villa,59,['3d06114d-e02d-4469-a79d-bbcc3c98e088'],20,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:20.597,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,"[1.3, 40.0]",,Set,,,Shot Faced,06ad94ca-b86b-4ba6-9188-1f126cb67623,207,,"[1.3, 40.0]",3754106,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kasper Schmeichel,3815.0,Goalkeeper,16,Aston Villa,59,['3ce71645-4467-4125-85ed-606ac43efef9'],27,,,,,,,,,,,,,,,,,,Leicester City,22,00:06:27.653,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,"[2.7, 42.9]",,Moving,,,Shot Faced,5498b2b0-5a32-49ed-9fb5-240505e2086b,227,,"[2.7, 42.9]",3754106,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,18,Aston Villa,59,['4fe7166e-f96f-469c-9a8d-1fb6b15b9d58'],6,,,,,,,,,,,,,,,,,,Leicester City,22,00:07:06.490,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,"[1.2, 39.5]",,Set,,,Shot Faced,ec39284d-4a85-4bfc-b404-5a86f10e7bd3,270,,"[1.2, 39.5]",3754106,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bradley Guzan,12608.0,Goalkeeper,23,Leicester City,22,['ce42360a-6634-4989-89aa-e14b217d3cbf'],7,,,,,,,,,,,,,,,,,,Aston Villa,59,00:09:07.610,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,Both Hands,,Success,Set,,Diving,Shot Saved,e6804a27-7799-480a-a04a-9cc657fb236c,395,,"[3.5, 37.1]",3754106,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bradley Guzan,12608.0,Goalkeeper,32,Aston Villa,59,['2da35c70-28eb-4db2-af69-9ee3ffe841d4'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:13:00.267,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,,,Punched out,,True,,Punch,2b165189-5c4e-405a-a532-dd4885b88bcd,529,,"[1.5, 39.8]",3754106,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,43,Aston Villa,59,['ee4ff80c-16b7-451e-9068-8d39ff2f8d0a'],1,,,,,,,,,,,,,,,,,,Leicester City,22,00:17:01.466,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,Left Hand,,Success,Set,,Standing,Shot Saved,31b154ac-563d-4569-8d61-2ac8ecca41ef,658,,"[1.0, 40.1]",3754106,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,50,Leicester City,22,['72428736-f394-482d-90c9-7be571e1fd85'],37,,,,,,,,,,,,,,,,,,Leicester City,22,00:19:37.367,Goal Keeper,
,,,,,,,,,,,,,,,,0.0,,,,,Both Hands,,Success,Set,,Standing,Shot Saved,c5515214-084d-4833-95d3-84a08270445d,812,,"[1.2, 40.6]",3754106,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,65,Leicester City,22,['55de066f-6d51-44a2-9249-62c64fb29069'],56,,,,,,,,,,,,,,,,,,Leicester City,22,00:23:56.097,Goal Keeper,
